categoria,codigo,nombre,precio,costo,existencia_listado,existencia_inicial,codigo_barras,activo,nota
Refrescos y energizantes,7702090048643,HATSU SODA FRAMBUESA Y ROSAS,100.00,1.0000,0.00,0.00,7702090048643,sí,
Refrescos y energizantes,784000,HAWALLAN PUNCH LATA 333OZ,35.00,19.4210,0.00,0.00,,sí,
Refrescos y energizantes,831384000504,MABI TAINO SEYBANO,30.00,17.0000,0.00,0.00,831384000504,sí,
Refrescos y energizantes,7702354251673,PREDATOR MANZANA,65.00,33.8985,0.00,0.00,7702354251673,sí,
Refrescos y energizantes,7702354251666,PREDATOR ORIGINAL,65.00,27.1187,0.00,0.00,7702354251666,sí,
Refrescos y energizantes,850003560410,PRIME LIME,375.00,200.0000,0.00,0.00,850003560410,sí,
Refrescos y energizantes,850003560441,PRIME PUNCH,375.00,200.0000,0.00,0.00,850003560441,sí,
Refrescos y energizantes,850003560458,PRIME RASPBERRY,375.00,200.0000,0.00,0.00,850003560458,sí,
Refrescos y energizantes,9002490212148,RED BULL 12.ONZ,175.00,99.0000,99.00,99.00,9002490212148,sí,
Refrescos y energizantes,9002490291709,RED BULL COCO 250.M.L,120.00,69.0000,15.00,15.00,9002490291709,sí,
Refrescos y energizantes,9002490267544,RED BULL GRANDE.16 ONZ,240.00,133.1300,30.00,30.00,9002490267544,sí,
Refrescos y energizantes,9002490204006,RED BULL MEDIANO 8 OZ,120.00,69.0000,-4.00,0.00,9002490204006,sí,
Refrescos y energizantes,9002490266288,RED BULL ROJO.250.M.L,120.00,69.0000,5.00,5.00,9002490266288,sí,
Refrescos y energizantes,9002490206710,RED BULL SUGARFREE.250.M.L,120.00,69.0000,16.00,16.00,9002490206710,sí,
Refrescos y energizantes,9002490268657,RED BULL TROPICAL.250.M.L,120.00,69.0000,30.00,30.00,9002490268657,sí,
Refrescos y energizantes,84233299812184,REFRESCOS VARIADOS 20 ONZ,35.00,22.0000,0.00,0.00,84233299812184,sí,
Refrescos y energizantes,78250004321,SPARKS PLUS ENERGISANTE NARANJA,100.00,76.0000,0.00,0.00,078250004321,sí,
Refrescos y energizantes,782740,SUNKIST NARANJA,35.00,19.4210,0.00,0.00,,sí,
Refrescos y energizantes,782850,SUNKIST UVA,35.00,19.4210,0.00,0.00,,sí,
Refrescos y energizantes,7702354253776,VIVE.100.ROJO.GRANDE,70.00,40.8333,-10.00,0.00,7702354253776,sí,
Refrescos y energizantes,7702354253769,VIVE.100.VERDE.GRANDE,70.00,40.8333,32.00,32.00,7702354253769,sí,
Refrescos y energizantes,859710000011,XS ENERGY DRINK CITRUS BLAST,190.00,91.7650,0.00,0.00,859710000011,sí,
Refrescos y energizantes,859710000004,XS ENERGY DRINK CRANBERRY GRAPE,190.00,91.7645,0.00,0.00,859710000004,sí,
"Jugos, tés y lácteos",893504860702,AGUA DE COCO CON PULPA,125.00,75.0000,0.00,0.00,893504860702,sí,
"Jugos, tés y lácteos",893504860696,AGUA DE COCO ORIGINAL,125.00,75.0000,0.00,0.00,893504860696,sí,
"Jugos, tés y lácteos",8809125063011,ALOE PURE PLUS,140.00,42.3733,0.00,0.00,8809125063011,sí,
"Jugos, tés y lácteos",884394007391,ALOE STRAWBERRY,140.00,77.1185,28.00,28.00,884394007391,sí,
"Jugos, tés y lácteos",884394007285,ALOE VERA ORIGINAL 500ML,140.00,66.7375,36.00,36.00,884394007285,sí,
"Jugos, tés y lácteos",884394007377,ALOE VERAS PIÑA 500 ML,140.00,77.1185,39.00,39.00,884394007377,sí,
"Jugos, tés y lácteos",8936020049793,CHIA PASSION FRUIT,80.00,46.8140,0.00,0.00,8936020049793,sí,
"Jugos, tés y lácteos",8936020049786,CHIA STRABERRY,80.00,46.8134,0.00,0.00,8936020049786,sí,
"Jugos, tés y lácteos",790330008080,CHOCO RICA 10 OZ,40.00,22.8800,-5.00,0.00,790330008080,sí,
"Jugos, tés y lácteos",790330008028,CHOCO RICA 16 ONZ,60.00,33.0500,0.00,0.00,790330008028,sí,
"Jugos, tés y lácteos",790330004587,CHOCO RICA 500,70.00,41.2800,-1.00,0.00,790330004587,sí,
"Jugos, tés y lácteos",790330002323,CHOCORICA 200 ML,40.00,21.9900,59.00,59.00,790330002323,sí,
"Jugos, tés y lácteos",884394000538,COCONUT DRINK COCO ORIGINAL 16.9,90.00,55.5000,0.00,0.00,884394000538,sí,
"Jugos, tés y lácteos",7703186031303,ENSURE ADVANCE CHOCOLATE,215.00,130.0000,0.00,0.00,7703186031303,sí,
"Jugos, tés y lácteos",8710428019509,ENSURE VAINILLAS,160.00,96.0400,0.00,0.00,8710428019509,sí,
"Jugos, tés y lácteos",8410635024029,EVA WHITE GRAPE JUICE,250.00,191.2222,0.00,0.00,8410635024029,sí,
"Jugos, tés y lácteos",7707362397672,HATSU TE AMARILLO,135.00,81.9100,0.00,0.00,7707362397672,sí,
"Jugos, tés y lácteos",7709990350463,HATSU TE AZUL,135.00,81.9100,0.00,0.00,7709990350463,sí,
"Jugos, tés y lácteos",7707362390079,HATSU TE BLANCO,135.00,81.9100,0.00,0.00,7707362390079,sí,
"Jugos, tés y lácteos",7709990350470,HATSU TE ROSAS,135.00,81.9100,0.00,0.00,7709990350470,sí,
"Jugos, tés y lácteos",790330021461,JUGO DE NARANJA DE LA GRANJA,35.00,18.7800,0.00,0.00,790330021461,sí,
"Jugos, tés y lácteos",790330021454,JUGO DE NARANJA DE LA GRANJA 10OZ,20.00,12.5300,0.00,0.00,790330021454,sí,
"Jugos, tés y lácteos",8687,KOOL-AID JUGO VARIADO CON SOLVETE,35.00,19.0600,0.00,0.00,,sí,
"Jugos, tés y lácteos",790330002118,LA VAQUITA 16 ONZ,30.00,18.0000,0.00,0.00,790330002118,sí,
"Jugos, tés y lácteos",790330021584,LIMONADA RICA 16 OZ,55.00,31.1100,0.00,0.00,790330021584,sí,
"Jugos, tés y lácteos",87328431846,LOTUS DE CRAMBERRY 64 ONZ,180.00,133.5700,0.00,0.00,087328431846,sí,
"Jugos, tés y lácteos",876063005951,MUSCLE MILK,220.00,141.6666,0.00,0.00,876063005951,sí,
"Jugos, tés y lácteos",876063005968,MUSCLE MILK,220.00,141.6666,0.00,0.00,876063005968,sí,
"Jugos, tés y lácteos",876063002035,MUSCLE MILK BANANA CREME,190.00,141.6666,0.00,0.00,876063002035,sí,
"Jugos, tés y lácteos",876063002011,MUSCLE MILK CHOCOLATE 14 OZ,260.00,158.3300,0.00,0.00,876063002011,sí,
"Jugos, tés y lácteos",876063002042,MUSCLE MILK COOKIES N CREME,260.00,158.3300,0.00,0.00,876063002042,sí,
"Jugos, tés y lácteos",876063002028,MUSCLE MILK VAINILLA,260.00,158.3300,0.00,0.00,876063002028,sí,
"Jugos, tés y lácteos",790330005096,NARANJA PIÑA,100.00,56.9300,0.00,0.00,790330005096,sí,
"Jugos, tés y lácteos",790330050676,NECTAR MANGO,30.00,16.1800,0.00,0.00,790330050676,sí,
"Jugos, tés y lácteos",786273040041,PARADISE NECTAR DE MANZANA LATA,30.00,15.0000,0.00,0.00,786273040041,sí,
"Jugos, tés y lácteos",786273040034,PARADISE NECTAR DE PERA LATA,30.00,15.0000,0.00,0.00,786273040034,sí,
"Jugos, tés y lácteos",8710428020215,PEDIASURE POTE VAINILLA,160.00,97.4500,0.00,0.00,8710428020215,sí,
"Jugos, tés y lácteos",888849008100,QUEST CHOCOLATE PROTEINA LIQUIDO,380.00,203.0000,7.00,7.00,888849008100,sí,
"Jugos, tés y lácteos",888849014460,QUEST PROTEIN SHAKE,340.00,203.0000,6.00,6.00,888849014460,sí,
"Jugos, tés y lácteos",888849008117,QUEST PROTEIN VAINILLA,380.00,203.0000,3.00,3.00,888849008117,sí,
"Jugos, tés y lácteos",790330050614,RICA COCTEL DE NECTARES,30.00,16.1800,1.00,1.00,790330050614,sí,
"Jugos, tés y lácteos",790330021256,RICA DE PERA 10 OZ,30.00,16.9300,-3.00,0.00,790330021256,sí,
"Jugos, tés y lácteos",790330021249,RICA DE PERA 16 ONZ,50.00,28.0500,20.00,20.00,790330021249,sí,
"Jugos, tés y lácteos",790330030029,RICA FRUIT PUNCH 1/2 GALON,170.00,102.0000,7.00,7.00,790330030029,sí,
"Jugos, tés y lácteos",790330021263,RICA FRUIT PUNCH 32 OZ,90.00,54.0800,7.00,7.00,790330021263,sí,
"Jugos, tés y lácteos",790330050669,RICA FRUIT PUNCH CON SOLVETE 10 OZ,30.00,16.1800,136.00,136.00,790330050669,sí,
"Jugos, tés y lácteos",790330021270,RICA FRUIT PUNCH ONZ 16 ONZ,50.00,28.0500,60.00,60.00,790330021270,sí,
"Jugos, tés y lácteos",790330050058,RICA GUAYABA,90.00,52.5400,0.00,0.00,790330050058,sí,
"Jugos, tés y lácteos",79033050072,RICA JUGO DE MANZANA LITRO,85.00,52.5400,-1.00,0.00,,sí,
"Jugos, tés y lácteos",790330050645,RICA KIWI FRESA,30.00,16.1800,11.00,11.00,790330050645,sí,
"Jugos, tés y lácteos",790330005003,RICA MANZANA 1.5 LITRO,160.00,116.0000,0.00,0.00,790330005003,sí,
"Jugos, tés y lácteos",790330021188,RICA MANZANA 10 OZ,30.00,16.9300,16.00,16.00,790330021188,sí,
"Jugos, tés y lácteos",790330021171,RICA MANZANA 16 ONZ,45.00,28.0500,47.00,47.00,790330021171,sí,
"Jugos, tés y lácteos",790330005300,RICA MANZANA 1LITRO,115.00,65.2500,0.00,0.00,790330005300,sí,
"Jugos, tés y lácteos",790330050621,RICA MANZANA 250 ML.,30.00,16.1800,22.00,22.00,790330050621,sí,
"Jugos, tés y lácteos",790330021164,RICA MANZANA 32 OZ,80.00,49.0000,0.00,0.00,790330021164,sí,
"Jugos, tés y lácteos",790330050386,RICA MANZANA 500ML,50.00,28.8100,0.00,0.00,790330050386,sí,
"Jugos, tés y lácteos",790330030012,RICA MANZANA 64 ONZ,150.00,91.5200,0.00,0.00,790330030012,sí,
"Jugos, tés y lácteos",790330050072,RICA MANZANA LITRO,90.00,52.5400,0.00,0.00,790330050072,sí,
"Jugos, tés y lácteos",790330021973,RICA MANZANA SIN AZUCAR,45.00,43.2200,-1.00,0.00,790330021973,sí,
"Jugos, tés y lácteos",790330021126,RICA NARANJA %100 SIN AZUCAR 32 OZ,170.00,100.3100,9.00,9.00,790330021126,sí,
"Jugos, tés y lácteos",790330021003,RICA NARANJA 10 OZ,35.00,21.5800,-4.00,0.00,790330021003,sí,
"Jugos, tés y lácteos",790330021225,RICA NARANJA 100 % SIN AZUCAR 1/2,320.00,193.8500,8.00,8.00,790330021225,sí,
"Jugos, tés y lácteos",790330021089,RICA NARANJA 100% 16 ONZ,75.00,44.1500,14.00,14.00,790330021089,sí,
"Jugos, tés y lácteos",790330021133,RICA NARANJA 100% 296 ML,55.00,28.3600,-2.00,0.00,790330021133,sí,
"Jugos, tés y lácteos",790330021119,RICA NARANJA 100% C/A,275.00,163.3400,5.00,5.00,790330021119,sí,
"Jugos, tés y lácteos",790330021072,RICA NARANJA 100/% 32 OZ,140.00,84.2100,10.00,10.00,790330021072,sí,
"Jugos, tés y lácteos",790330004655,RICA NARANJA 200ML SIN AZUCAR,40.00,19.0100,-1.00,0.00,790330004655,sí,
"Jugos, tés y lácteos",790330004600,RICA NARANJA 33.8,150.00,90.6800,0.00,0.00,790330004600,sí,
"Jugos, tés y lácteos",790330004617,RICA NARANJA 33.8 OZ SIN AZUCAR,130.00,66.3900,0.00,0.00,790330004617,sí,
"Jugos, tés y lácteos",790330005133,RICA NARANJA BANANA,100.00,56.9300,0.00,0.00,790330005133,sí,
"Jugos, tés y lácteos",790330021805,RICA NARANJA BANANA,40.00,26.6600,0.00,0.00,790330021805,sí,
"Jugos, tés y lácteos",790330051109,RICA NARANJA BANANA SORBETE,35.00,21.1900,0.00,0.00,790330051109,sí,
"Jugos, tés y lácteos",790330005171,RICA NARANJA CHINOLA LT PLASTICO,140.00,72.0300,0.00,0.00,790330005171,sí,
"Jugos, tés y lácteos",790330021027,RICA NARANJA DEL CAMPO,60.00,32.2900,26.00,26.00,790330021027,sí,
"Jugos, tés y lácteos",790330021898,RICA NARANJA PINA,70.00,43.2200,0.00,0.00,790330021898,sí,
"Jugos, tés y lácteos",790330021140,RICA NARANJA SIN AZUCAR 16 OZ,85.00,51.7800,62.00,62.00,790330021140,sí,
"Jugos, tés y lácteos",790330021157,RICA NARANJA SIN AZUCAR PEQ.,55.00,32.6000,-1.00,0.00,790330021157,sí,
"Jugos, tés y lácteos",790330050065,RICA NECTAR DE GUAYABA,20.00,11.4800,0.00,0.00,790330050065,sí,
"Jugos, tés y lácteos",790330050607,RICA NECTAR DE GUAYABA,30.00,16.1800,1.00,1.00,790330050607,sí,
"Jugos, tés y lácteos",790330050140,RICA NECTAR DE MANGO 250 ML,20.00,12.4800,0.00,0.00,790330050140,sí,
"Jugos, tés y lácteos",790330050133,RICA NECTAR DE MANGO LITRO,80.00,55.9300,0.00,0.00,790330050133,sí,
"Jugos, tés y lácteos",790330050041,RICA NECTAR DE PERA 250 ML.,20.00,20.9400,0.00,0.00,790330050041,sí,
"Jugos, tés y lácteos",790330050034,RICA NECTAR DE PERA LITRO,55.00,20.4400,0.00,0.00,790330050034,sí,
"Jugos, tés y lácteos",790330021928,RICA ORANGE MANGO,27.00,16.7800,0.00,0.00,790330021928,sí,
"Jugos, tés y lácteos",790330021935,RICA ORANGE MANO,40.00,26.6600,0.00,0.00,790330021935,sí,
"Jugos, tés y lácteos",790330021881,RICA ORANGE PIÑA,30.00,16.7800,0.00,0.00,790330021881,sí,
"Jugos, tés y lácteos",790330021515,RICA PERA 64 ONZ,75.00,51.0000,-2.00,0.00,790330021515,sí,
"Jugos, tés y lácteos",790330021232,RICA PERA LITRO,80.00,49.5800,0.00,0.00,790330021232,sí,
"Jugos, tés y lácteos",790330050447,RICA PERA NECTAR 330ML,40.00,14.3400,-2.00,0.00,790330050447,sí,
"Jugos, tés y lácteos",790330050652,RICA PERA NECTAR CON SOLVETE,30.00,16.1800,13.00,13.00,790330050652,sí,
"Jugos, tés y lácteos",790330005324,RICA PINEABLE 1 LIT,140.00,85.0000,0.00,0.00,790330005324,sí,
"Jugos, tés y lácteos",790330022017,RICA PIÑA,70.00,43.2200,0.00,0.00,790330022017,sí,
"Jugos, tés y lácteos",790330050638,RICA PIÑA GUAYABA 250 ML.,30.00,16.1800,1.00,1.00,790330050638,sí,
"Jugos, tés y lácteos",790330021294,RICA PIÑA GUAYABA 32 OZ.,60.00,55.9300,0.00,0.00,790330021294,sí,
"Jugos, tés y lácteos",790330022024,RICA PIÑA SIN AZUCAL GRANDE.59.OZ,280.00,170.9700,1.00,1.00,790330022024,sí,
"Jugos, tés y lácteos",790330014333,RICA TAMARINDO,90.00,52.5400,0.00,0.00,790330014333,sí,
"Jugos, tés y lácteos",790330006741,RICA YOGURT FRESA,55.00,31.7600,18.00,18.00,790330006741,sí,
"Jugos, tés y lácteos",790330006703,RICA YOGURT NATURAL,50.00,31.7600,4.00,4.00,790330006703,sí,
"Jugos, tés y lácteos",790330006789,RICA YOGURT VAINILLA,50.00,27.5200,0.00,0.00,790330006789,sí,
"Jugos, tés y lácteos",777,TE FRIO DE MAQUINA,50.00,25.0000,0.00,0.00,,sí,
Aguas,796025000025,AGUA CRISTAL BOTELLA,15.00,8.9900,0.00,0.00,796025000025,sí,
Aguas,796025000483,AGUA CRYSTAL LITRO,35.00,20.8300,0.00,0.00,796025000483,sí,
Aguas,8020141152002,AGUA MIA,25.00,15.6400,0.00,0.00,8020141152002,sí,
Aguas,8003430100656,AGUA MINERAL S. BERNARDO..500.C.L,90.00,58.6170,3.00,3.00,8003430100656,sí,
Aguas,8003430100311,AGUA MINERAL S. BERNARDO..750.C.L,120.00,61.2900,2.00,2.00,8003430100311,sí,
Aguas,8002270015991,AGUA S.PELLEGRINO,85.00,58.3210,0.00,0.00,8002270015991,sí,
Aguas,8020141214007,AGUA SANT ANNA,30.00,18.2812,0.00,0.00,8020141214007,sí,
Aguas,8020141204008,AGUA SANT ANNA LITRO,80.00,44.8300,0.00,0.00,8020141204008,sí,
Aguas,765066747367,AQUALY AGUA MINERAL,45.00,27.1186,102.00,102.00,765066747367,sí,
Aguas,893919001301,ICE LANDIC GLACIAL,280.00,162.0000,7.00,7.00,893919001301,sí,
Aguas,893919001608,ICE.PH8.4 LANDIC GLACIAL,115.00,80.4600,4.00,4.00,893919001608,sí,
Aguas,8004192102209,LAURETANA AGUA CON GAS,160.00,94.7500,0.00,0.00,8004192102209,sí,
Aguas,8002270136559,S. PELLECRINO,135.00,81.2000,0.00,0.00,8002270136559,sí,
Aguas,8002270536472,S.PELLEGRINO 500ML,120.00,67.1000,0.00,0.00,8002270536472,sí,
Aguas,8002270000188,S.PELLEGRINO 750,150.00,84.7900,0.00,0.00,8002270000188,sí,
Aguas,8020141101307,SANT ANNA SPARKLING 75.M.L,200.00,108.8333,4.00,4.00,8020141101307,sí,
Aguas,8007601001049,SANTA VITTORIA AGUA MINERAL,30.00,19.5833,0.00,0.00,8007601001049,sí,
Snacks salados,7862126331641,"BANANASTO,GO PLANTAIN STRIPS",230.00,135.5100,0.00,0.00,7862126331641,sí,
Snacks salados,853240003023,BRUSCHETTINI BLACK AND GREEN,240.00,155.4167,0.00,0.00,853240003023,sí,
Snacks salados,853240003009,BRUSCHETTINI CLASICO,240.00,155.4167,0.00,0.00,853240003009,sí,
Snacks salados,853240003153,BRUSCHETTINI GARLIC & PARSLEY,240.00,155.4167,0.00,0.00,853240003153,sí,
Snacks salados,853240003016,BRUSCHETTINI ROSEMARY & OLIVE OIL,240.00,155.4167,0.00,0.00,853240003016,sí,
Snacks salados,7750168001687,CLUB SOCIAL INTEGRAL GALLETA,15.00,8.1000,-4.00,0.00,7750168001687,sí,
Snacks salados,7622300375713,CLUB SOCIAL INTEGRAL PAQUETES,180.00,110.0000,3.00,3.00,7622300375713,sí,
Snacks salados,7622300051327,CLUB SOCIAL PAQ,60.00,2.4200,-1.00,0.00,7622300051327,sí,
Snacks salados,7622210101273,CLUB SOCIAL SABOR A NACHO,10.00,8.2640,0.00,0.00,7622210101273,sí,
Snacks salados,7622210101396,CLUB SOCIAL SABOR QUESO CEBOLLA,10.00,4.5200,0.00,0.00,7622210101396,sí,
Snacks salados,894185000852,CRISPS ASIAN PEAR REAL SLICED,70.00,45.0000,0.00,0.00,894185000852,sí,
Snacks salados,894185000494,CRISPS STRAWEBERRY BANANA,70.00,45.0000,0.00,0.00,894185000494,sí,
Snacks salados,852109004034,ENLIGHTENED BBQ,65.00,36.6666,0.00,0.00,852109004034,sí,
Snacks salados,852109004003,ENLIGHTENED SEA SALT,65.00,36.6666,0.00,0.00,852109004003,sí,
Snacks salados,853240003238,FOCACCIBITES AJO & PEREGIL,240.00,150.9375,0.00,0.00,853240003238,sí,
Snacks salados,853240003214,FOCACCIBITES OLIVE OIL SEA SALT,240.00,150.9375,0.00,0.00,853240003214,sí,
Snacks salados,853240003221,FOCACCIBITIES TOMATE Y OREGANO,240.00,150.9375,0.00,0.00,853240003221,sí,
Snacks salados,811387010281,FRUIT CRISPS CHILDREND,70.00,45.0000,0.00,0.00,811387010281,sí,
Snacks salados,811387010274,FRUIT CRISPS REAL SLICED APPLES,70.00,45.9700,0.00,0.00,811387010274,sí,
Snacks salados,811387010298,FRUIT CRISPS STRAWBERRIES &,70.00,45.0000,0.00,0.00,811387010298,sí,
Snacks salados,894185000487,FUJI APPLE CRISPS,70.00,45.0000,0.00,0.00,894185000487,sí,
Snacks salados,850126007045,HIPPEAS FAR OUT FAJITAS,90.00,65.0000,0.00,0.00,850126007045,sí,
Snacks salados,850126007090,HIPPEAS SRIACHA SUNSHINE,90.00,65.0000,0.00,0.00,850126007090,sí,
Snacks salados,765857349893,KIKABONI PITA CHIPS MORINGA,60.00,36.9225,0.00,0.00,765857349893,sí,
Snacks salados,765857349909,KIKABONI PITA CHIPS QUINOA CRUNCHY,60.00,36.9225,0.00,0.00,765857349909,sí,
Snacks salados,856414002174,LULU MADURITOS DULCE 2.11,35.00,18.9700,0.00,0.00,856414002174,sí,
Snacks salados,856414001023,MADURITOS MAYTE LULU 85GM,50.00,24.1100,0.00,0.00,856414001023,sí,
Snacks salados,7798151950468,MANI KING GARRAPIÑA,20.00,10.0000,0.00,0.00,7798151950468,sí,
Snacks salados,856414001078,MAYTE MADURITOS NATURAL 5.0,70.00,40.4000,0.00,0.00,856414001078,sí,
Snacks salados,856414001085,MAYTE PLATANITOS LEMON 5.0,70.00,48.0000,0.00,0.00,856414001085,sí,
Snacks salados,856414001139,MAYTE PLATANITOS SALTED NATURAL,70.00,48.0000,0.00,0.00,856414001139,sí,
Snacks salados,873617005245,NUTRI SNACKS ENERGY,65.00,38.1300,0.00,0.00,873617005245,sí,
Snacks salados,873617001759,NUTRI SNACKS LIMA LIMON,85.00,42.5000,8.00,8.00,873617001759,sí,
Snacks salados,873617000165,NUTRI SNACKS MACADAMIA,80.00,42.5000,-8.00,0.00,873617000165,sí,
Snacks salados,8801043008525,ONION RINGS SNACK,60.00,44.6200,0.00,0.00,8801043008525,sí,
Snacks salados,850000725287,ORIGINAL TOSTONES,295.00,171.6250,4.00,4.00,850000725287,sí,
Snacks salados,7750168001694,PAQUETE CLUB SOCIAL INTEGRAL 9/1,60.00,58.1700,0.00,0.00,7750168001694,sí,
Snacks salados,856414001160,PLATANITOS CHILE LULU,35.00,17.5200,0.00,0.00,856414001160,sí,
Snacks salados,856414001108,PLATANITOS LIMON CHIPS MAYTE,50.00,25.0000,0.00,0.00,856414001108,sí,
Snacks salados,856414001191,PLATANITOS LIMON LULU,35.00,17.5200,0.00,0.00,856414001191,sí,
Snacks salados,856414001054,PLATANITOS LIMON MAYTE,50.00,48.0000,0.00,0.00,856414001054,sí,
Snacks salados,856414001184,PLATANITOS LULU CHIPS SALADO,35.00,17.5200,0.00,0.00,856414001184,sí,
Snacks salados,856414001207,PLATANITOS LULU CON AJO BNATURAL,35.00,17.5200,0.00,0.00,856414001207,sí,
Snacks salados,856414001092,PLATANITOS MAYTE NATURAL,50.00,24.4000,0.00,0.00,856414001092,sí,
Snacks salados,856414001016,PLATANITOS MAYTE SALADO,50.00,21.2000,0.00,0.00,856414001016,sí,
Snacks salados,856414002167,PLATANITOS SALADO LULU,35.00,21.2000,0.00,0.00,856414002167,sí,
Snacks salados,893594002112,POPCORNERS,240.00,145.4800,0.00,0.00,893594002112,sí,
Snacks salados,7622300124526,RITZ CON QUESO 4 GALLETA,25.00,11.6900,0.00,0.00,7622300124526,sí,
Snacks salados,764090053710,SNCKS MAS-MAS-MANI CON PASAS,35.00,19.5546,4.00,4.00,764090053710,sí,
Snacks salados,850000725249,SWEET CHILI TOSTONES,295.00,171.6250,9.00,9.00,850000725249,sí,
Snacks salados,850000725263,TOSTONES ABANEROS,295.00,171.6250,9.00,9.00,850000725263,sí,
Snacks salados,850000725256,TOSTONES BAR B QUE,295.00,171.6250,1.00,1.00,850000725256,sí,
Snacks salados,7862106721882,TOSTONES BY CHIFLETON TANJIN,450.00,274.0000,-1.00,0.00,7862106721882,sí,
Snacks salados,850000725270,TOSTONES LIME,295.00,171.6250,8.00,8.00,850000725270,sí,
Snacks salados,7862126330989,TOSTONES TO-GO-PREMIUM GARLIC,210.00,129.3600,0.00,0.00,7862126330989,sí,
Snacks salados,7862126330972,TOSTONES TO.GO,225.00,129.3600,1.00,1.00,7862126330972,sí,
Snacks salados,771,TRULULU SNACK,75.00,23.6500,0.00,0.00,,sí,
Galletas y bizcochos,8690481004714,AFFIX HAZAL VISNELI ISLAK,15.00,7.8200,0.00,0.00,8690481004714,sí,
Galletas y bizcochos,8690481003267,ANITA HAZAL GALLETAS KANSIK,25.00,14.2500,0.00,0.00,8690481003267,sí,
Galletas y bizcochos,8690481002437,ANITA HAZAL SANDWICH BISCUIT,15.00,8.4300,0.00,0.00,8690481002437,sí,
Galletas y bizcochos,7790040930407,BAGLEY GALLETA AMOR,30.00,15.0000,0.00,0.00,7790040930407,sí,
Galletas y bizcochos,7790040930209,BAGLEY GALLETA MELLIZAS,30.00,15.2777,-1.00,0.00,7790040930209,sí,
Galletas y bizcochos,77903518,BAGLEY GALLETA OPERA,30.00,16.2500,0.00,0.00,77903518,sí,
Galletas y bizcochos,7790040930506,BAGLEY GALLETA RUMBA,30.00,15.7700,0.00,0.00,7790040930506,sí,
Galletas y bizcochos,7790040999404,BAGLEY GALLETA SALVADO FIBRA,45.00,23.6111,0.00,0.00,7790040999404,sí,
Galletas y bizcochos,80752981,BALCONI MIX MAX COCO,40.00,20.0000,6.00,6.00,80752981,sí,
Galletas y bizcochos,7790040726505,BAYLEY SALVADO ORIGINAL 230G,40.00,27.0000,0.00,0.00,7790040726505,sí,
Galletas y bizcochos,8410368000970,BIZCOCHO GRANDE,190.00,79.0000,-3.00,0.00,8410368000970,sí,
Galletas y bizcochos,8410368040082,BIZCOCHO INTEGRAL 0%,115.00,63.9900,0.00,0.00,8410368040082,sí,
Galletas y bizcochos,8410368039611,BIZCOCHOS INTEGRAL 0% AZUCAR,35.00,23.0000,0.00,0.00,8410368039611,sí,
Galletas y bizcochos,8410014378330,BOCADITOS CHOCO,20.00,7.9600,0.00,0.00,8410014378330,sí,
Galletas y bizcochos,8410014317070,BOCADITOS LIMON,20.00,7.9600,0.00,0.00,8410014317070,sí,
Galletas y bizcochos,765066783532,BROWNIE,90.00,50.0000,-3.00,0.00,765066783532,sí,
Galletas y bizcochos,8410368033329,CAJAS D MINI CONCHAS,130.00,75.0000,0.00,0.00,8410368033329,sí,
Galletas y bizcochos,7750243004534,CASINO GALLETAS VARIADAS,45.00,1.0000,0.00,0.00,7750243004534,sí,
Galletas y bizcochos,7622300268633,CHIPS AHOY CHISPA CHOCOLATE,40.00,22.1600,0.00,0.00,7622300268633,sí,
Galletas y bizcochos,7622210259004,CHIPS AHOY GALLETAS 38 G,20.00,5.9325,-1.00,0.00,7622210259004,sí,
Galletas y bizcochos,8080,CHIPS AHOY GRANDES 3 PAQ.,1300.00,805.0000,1.00,1.00,,sí,
Galletas y bizcochos,787692834617,CHOCOLATE CHIP COOKIE,260.00,150.0000,0.00,0.00,787692834617,sí,
Galletas y bizcochos,787692835416,COMPLETE COOKIE PEANUT BUTTER,260.00,150.0000,0.00,0.00,787692835416,sí,
Galletas y bizcochos,787692835386,COOKIE COCONUT CHOCOLATE CHIP,150.00,100.0000,0.00,0.00,787692835386,sí,
Galletas y bizcochos,787692835430,COOKIE COMPLETE APPLE PIE,200.00,108.3300,0.00,0.00,787692835430,sí,
Galletas y bizcochos,787692835331,COOKIE DOUBLE CHOCOLATE,260.00,150.0000,0.00,0.00,787692835331,sí,
Galletas y bizcochos,787692835355,COOKIE SNICKEDOODLE,240.00,141.6600,0.00,0.00,787692835355,sí,
Galletas y bizcochos,8904006206058,CREAM FRESH STRAWBERRY GALLETA,20.00,8.2740,0.00,0.00,8904006206058,sí,
Galletas y bizcochos,8904006206072,CREAM FRESH VANILLA GALLETA,20.00,7.9558,0.00,0.00,8904006206072,sí,
Galletas y bizcochos,8906001385028,CREMICA GLUCOSE GALLETA,10.00,3.5308,0.00,0.00,8906001385028,sí,
Galletas y bizcochos,810010660886,CREMICA KOKO,10.00,4.1100,1.00,1.00,810010660886,sí,
Galletas y bizcochos,8906001386001,CREMICA MALT N MILK,10.00,3.5311,0.00,0.00,8906001386001,sí,
Galletas y bizcochos,8906001386278,CREMICA NICE SABOR A COCO,10.00,3.5311,0.00,0.00,8906001386278,sí,
Galletas y bizcochos,8906001385387,CREMITA COCONUT CRUNCHIES,10.00,3.5309,0.00,0.00,8906001385387,sí,
Galletas y bizcochos,8902335028884,DANISH BUTTER COOKIES 12OZ,200.00,95.3391,0.00,0.00,8902335028884,sí,
